dd,mm,zz,pp,departamento,municipio,punto de votacion,mujeres,hombres,total,mesas,comuna,dirección
15,004,00,01,CUNDINAMARCA,AGUA DE DIOS,IED SALESIANO MIGUEL UNIA,3530,3140,6670,20,,CR 8 NO 13-22 BARRIO CENTRO
15,004,00,02,CUNDINAMARCA,AGUA DE DIOS,CEN. CULTURAL ARMANDO RODRIGUEZ JIMENEZ,1670,1661,3331,10,,CALLE 13 NUM 9 50 CENTRO
15,007,00,00,CUNDINAMARCA,ALBAN,PUESTO CABECERA MUNICIPAL,2535,2665,5200,16,,CALLE 3 CON CARRERA 2 ESQ.
15,007,99,01,CUNDINAMARCA,ALBAN,COLEGIO CHIMBE,190,155,345,1,,VEREDA CHIMBE
15,010,00,01,CUNDINAMARCA,ANAPOIMA,POLIDEPORTIVO JULIO CESAR SANCHEZ,3806,3873,7679,23,,UNID. DEPORTIVA JULIO CESAR SA
15,010,00,02,CUNDINAMARCA,ANAPOIMA,CASA DE LA CULTURA,1490,1609,3099,10,,Cra 2 No 2 22 centro
15,010,99,01,CUNDINAMARCA,ANAPOIMA,LA PAZ,730,711,1441,4,,I.E DPTAL. PATIO BONITO
15,010,99,02,CUNDINAMARCA,ANAPOIMA,SAN ANTONIO,590,678,1268,4,,I.E.R.D SAN ANTONIO
15,013,00,00,CUNDINAMARCA,ANOLAIMA,PUESTO CABECERA MUNICIPAL,4496,4981,9477,29,,POLIDEPORTIVO MUNICIPAL
15,013,99,05,CUNDINAMARCA,ANOLAIMA,LA FLORIDA,845,866,1711,5,,SALÓN COMUNAL BARRIO CENTRO
15,013,99,07,CUNDINAMARCA,ANOLAIMA,CORRALEJAS,95,95,190,1,,SALON COMUNAL
15,013,99,09,CUNDINAMARCA,ANOLAIMA,REVENTONES,428,545,973,3,,SALON COMUNAL DE REVENTONES
15,016,00,01,CUNDINAMARCA,ARBELAEZ,CTRO COLISEO RAFAEL DIONISIO PARRA REYES,4637,4770,9407,29,,CLL 8 # 8-44 BA. CENTRO COLISEO RAFAEL DIONISIO P.
15,016,00,02,CUNDINAMARCA,ARBELAEZ,IE DEPARTAMENTAL JOHN F. KENNEDY,258,278,536,2,,AV. 7 # 9 - 101
15,019,00,00,CUNDINAMARCA,BELTRAN,PUESTO CABECERA MUNICIPAL,395,506,901,3,,ESC. MANUELA BELTRAN
15,019,99,01,CUNDINAMARCA,BELTRAN,PAQUILO,518,513,1031,3,,IE. JAIME DE NARVAEZ
15,019,99,50,CUNDINAMARCA,BELTRAN,PUERTO DE GRAMALOTAL,165,181,346,1,,ESC. RURAL JAIME DE NARVAEZ
15,022,00,00,CUNDINAMARCA,BITUIMA,PUESTO CABECERA MUNICIPAL,1193,1499,2692,9,,COL. JOSE MARIA VERGARA Y V
15,022,99,20,CUNDINAMARCA,BITUIMA,LA PLAZUELA,39,80,119,1,,I.E.D. JOSE MARIA VERGARA Y V SD PAJITAS
15,022,99,21,CUNDINAMARCA,BITUIMA,BOQUERON DE ILO (VDA RINCON SANTO),98,114,212,1,,SALON COMUNAL BOQUERON DE ILO
15,025,00,00,CUNDINAMARCA,BOJACA,PUESTO CABECERA MUNICIPAL,3787,3732,7519,23,,COLEGIO DEPARTAMENTAL NUESTRA SEÑORA DE LA GRACIA
15,029,00,00,CUNDINAMARCA,CABRERA,PUESTO CABECERA MUNICIPAL,1612,1967,3579,11,,CLL 4 No 1 - 00
15,029,99,80,CUNDINAMARCA,CABRERA,SALON COMUNAL,42,66,108,1,,PARQUE PRINCIPAL
15,030,00,00,CUNDINAMARCA,CACHIPAY,PUESTO CABECERA MUNICIPAL,4280,4576,8856,27,,CLL 3 No 5- 39 POLIDEPORTIVO MUNICIPAL
15,030,99,50,CUNDINAMARCA,CACHIPAY,PEÑA NEGRA,518,591,1109,4,,SALON COMUNAL PEÑA NEGRA
15,031,01,01,CUNDINAMARCA,CAJICA,ESCUELA EL MISTERIO,2699,3282,5981,18,,VEREDA RIO GRANDE SECTOR EL MISTERIO
15,031,01,02,CUNDINAMARCA,CAJICA,COLEGIO RINCON SANTO,2405,3985,6390,20,,VDA RIO GRANDE SECTOR RINCON SANTO
15,031,01,03,CUNDINAMARCA,CAJICA,COLEGIO PABLO HERRERA,3682,3465,7147,22,,VDA CHUNTAME
15,031,01,04,CUNDINAMARCA,CAJICA,I.E.D CAPELLANIA,1572,1279,2851,9,,CALLE 2 CARRERA 6 BARRIO LA CAPELLANIA
15,031,02,01,CUNDINAMARCA,CAJICA,COLISEO FORTALEZA DE PIEDRA,4756,1401,6157,19,,DIAGONAL 2 SUR COLISEO FORTALEZA DE PIEDRA
15,031,02,02,CUNDINAMARCA,CAJICA,CENTRO CULTURAL CAJICA,4814,3901,8715,27,,CALLE 1 No. 3E - 60 CENTRO CULTURAL DE CAJICA
15,031,02,03,CUNDINAMARCA,CAJICA,COLEGIO ANTONIO NARIÑO,3853,4295,8148,25,,VEREDA CANELON
15,031,02,04,CUNDINAMARCA,CAJICA,SALON COMUNAL LAS PALMAS,3004,1743,4747,15,,VEREDA CANELON SECTOR RIO FRIO LA PALMA
15,031,02,05,CUNDINAMARCA,CAJICA,SALON COMUNAL BARRIO GRANJITAS,991,812,1803,6,,CALLE 6A No. 9 E - 29 BARRIO GRAJITAS
15,031,02,06,CUNDINAMARCA,CAJICA,IED POMPILIO MARTINEZ,2696,2883,5579,17,,CARRERA 6A NO 1 47 SUR
15,031,02,07,CUNDINAMARCA,CAJICA,CLUB EDAD DE ORO,3411,3230,6641,20,,CARRERA 2 NO 1 SUR  2A SUR  226
15,031,02,08,CUNDINAMARCA,CAJICA,IE DEPARTAMENTAL SAN GABRIEL,473,409,882,3,,"CRA 6 # 7-138 SUR SECTOR EL CORTIJO,CANELON"
15,034,00,00,CUNDINAMARCA,CAPARRAPI,PUESTO CABECERA MUNICIPAL,2996,3379,6375,20,,PLAZA DE MERCADO
15,034,99,01,CUNDINAMARCA,CAPARRAPI,CAMBRAS,41,58,99,1,,ESC. RURAL
15,034,99,02,CUNDINAMARCA,CAPARRAPI,CANCHIMAY,86,155,241,1,,ESC. RURAL
15,034,99,03,CUNDINAMARCA,CAPARRAPI,CACERES,47,59,106,1,,ESC. RURAL
15,034,99,04,CUNDINAMARCA,CAPARRAPI,CORDOBA,80,116,196,1,,ESC. RURAL
15,034,99,05,CUNDINAMARCA,CAPARRAPI,EL CAMBULO,198,289,487,2,,CENTRO DE ACOPIO
15,034,99,06,CUNDINAMARCA,CAPARRAPI,EL DINDAL,208,247,455,2,,ESC. RURAL
15,034,99,07,CUNDINAMARCA,CAPARRAPI,LA AZAUNCHA,129,189,318,1,,POLIDEPORTIVO AZAUNCHA
15,034,99,08,CUNDINAMARCA,CAPARRAPI,SAN CARLOS,420,575,995,3,,CENTRO DE DESARROLLO COMUNITARIO
15,034,99,09,CUNDINAMARCA,CAPARRAPI,SAN PEDRO,467,575,1042,3,,SALON COMUNAL SAN PABLO
15,034,99,10,CUNDINAMARCA,CAPARRAPI,TATI,136,182,318,1,,CASETA COMUNAL
15,034,99,11,CUNDINAMARCA,CAPARRAPI,SAN RAMON ALTO,147,181,328,1,,ESC. RURAL
15,037,00,01,CUNDINAMARCA,CAQUEZA,COLISEO GERMAN ROJAS URREGO,4650,4924,9574,29,,CALLE 5 # 3-55 ESQUINA
15,037,00,02,CUNDINAMARCA,CAQUEZA,CONCENTRACION MARILANDA,2632,2740,5372,17,,ESQUINA CLL 5 CON CRA 3 (VIA AL CERRO DE MONRUTA)
15,037,98,01,CUNDINAMARCA,CAQUEZA,CARCEL,4,7,11,1,,CLL 2 No 4-30 PARQUE PRINCIPAL ALCALDIA CAQUEZA
15,037,99,01,CUNDINAMARCA,CAQUEZA,SALON COMUNAL GIRON DE BLANCOS,62,77,139,1,,VEREDA GIRON DE BLANCOS ZONA COLEGIO
15,040,00,00,CUNDINAMARCA,CARMEN DE CARUPA,PUESTO CABECERA MUNICIPAL,2707,3006,5713,18,,POLIDEPORTIVO MUNICIPAL
15,040,99,01,CUNDINAMARCA,CARMEN DE CARUPA,HATO,284,343,627,2,,SALON MULTIPLE INSPECCION HATO
15,040,99,02,CUNDINAMARCA,CARMEN DE CARUPA,SUCRE (CAPILLA DE SUCRE),70,94,164,1,,SALON MULTIPLE INSPECCION SUCRE
15,043,00,01,CUNDINAMARCA,COGUA,COLEGIO LAS VILLAS,5600,5251,10851,33,,COL. LAS VILLAS
15,043,00,02,CUNDINAMARCA,COGUA,POLIDEPORTIVO MUNICIPAL,2802,2938,5740,18,,COGUA SECTOR LOS SAUCES
15,043,99,01,CUNDINAMARCA,COGUA,VEREDA LA PLAZUELA,159,128,287,1,,VEREDA LA PLAZUELA CENTRO POBLADO
15,046,01,01,CUNDINAMARCA,COTA,IED ENRIQUE PARDO PARRA SD BACHILLERATO,3998,4434,8432,26,,VEREDA LA MOYA CAMELLON DE LAS FLORES
15,046,01,02,CUNDINAMARCA,COTA,IE DEPARTAMENTAL CAMILO TORRES,5660,3141,8801,27,,CARRERA 3 B CALLE 12 ESQUINA
15,046,01,03,CUNDINAMARCA,COTA,IE DEPARTAMENTAL PARCELAS,947,2270,3217,10,,VEREDA PARCELAS SECTOR EL RESBALON
15,046,02,01,CUNDINAMARCA,COTA,I.E.PUEBLO VIEJO,2752,3085,5837,18,,VEREDA PUEBLO VIEJO
15,046,02,02,CUNDINAMARCA,COTA,I.E LA MOYA,2367,2506,4873,15,,VEREDA LA MOYA
15,049,00,01,CUNDINAMARCA,CUCUNUBA,POLIDEPORTIVO MUNICIPAL,1913,2040,3953,12,,POLIDEPORTIVO MUNICIPAL
15,049,00,02,CUNDINAMARCA,CUCUNUBA,CENTRO  INTERACTIVO CULTURAL CILAB,477,423,900,3,,CRA 4 No 4-49
15,049,99,40,CUNDINAMARCA,CUCUNUBA,PEÑAS (LA PLUMA),254,287,541,2,,SALON COMUNAL PEÑAS
15,052,00,00,CUNDINAMARCA,CHAGUANI,PUESTO CABECERA MUNICIPAL,1835,2259,4094,13,,CENTRO DE INTEGRACION CIUDADANA CIC CLL 1 No 4-39
15,055,01,01,CUNDINAMARCA,CHIA,INST. EDUC. DIVERSIFICADA SANTA LUCIA,5176,4050,9226,28,,CALLE 4 No 10-94
15,055,01,02,CUNDINAMARCA,CHIA,COLEGIO NACIONAL DIVERSIFICADO,4872,6021,10893,33,,CARRERA 6 No 8-18
15,055,01,03,CUNDINAMARCA,CHIA,COLEGIO STELLA MATUTINA,4102,2447,6549,20,,CARRERA 10  No. 6-53
15,055,01,04,CUNDINAMARCA,CHIA,COLEGIO MARIA AUXILIADORA,3118,3797,6915,21,,CRA 9 No 10-51
15,055,01,05,CUNDINAMARCA,CHIA,VEREDA LA BALSA,1295,1176,2471,8,,INSTITUCION EDUCATIVA LA BALSA
15,055,01,06,CUNDINAMARCA,CHIA,INSTITUCION EDUCATIVA CERCA DE PIEDRA,1113,1030,2143,7,,VEREDA CERCA DE PIEDRA KILOMETRO 2 VIA CHIA - COTA
15,055,01,07,CUNDINAMARCA,CHIA,INSTITUCION EDUCATIVA FONQUETA,706,608,1314,4,,VEREDA FONQUETA VIA LA VALVANERA
15,055,01,08,CUNDINAMARCA,CHIA,IE JOSE ESCRIVA DE BALAGUER SEDE SAMARIA,968,795,1763,6,,CALLE 6 B NUMERO 4 A ESTE 31 VEREDA SAMARIA
15,055,02,01,CUNDINAMARCA,CHIA,COLISEO DE LA LUNA,5296,3739,9035,28,,AVENIDA PRADILLA No. 6 - 84
15,055,02,02,CUNDINAMARCA,CHIA,IE JOSE ESCRIVA BALAGUER,4324,3386,7710,24,,CRA 2 ESTE No 23 -17 VEREDA BOJACA
15,055,02,03,CUNDINAMARCA,CHIA,UNIVERSIDAD DE CUNDINAMARCA,5068,4032,9100,28,,VEREDA BOJACA SECTOR EL CUARENTA
15,055,02,04,CUNDINAMARCA,CHIA,IE EL CERRO,862,974,1836,6,,VEREDA YERBABUENA
15,055,02,05,CUNDINAMARCA,CHIA,CONCHA ACUSTICA,5045,5826,10871,33,,CALLE 17 No. 8 - 14
15,055,02,06,CUNDINAMARCA,CHIA,INST. EDUCATIVA FAGUA SECTOR TIQUIZA,1583,1460,3043,10,,VEREDA TIQUIZA SECTOR EL COLEGIO
15,055,02,07,CUNDINAMARCA,CHIA,CENTRO COMERCIAL FONTANAR,4564,3746,8310,25,,VIA CHIA  CAJICA KILOMETRO 2 5 HACIENDA FONTANAR
15,055,02,08,CUNDINAMARCA,CHIA,INSTITUCION EDUCATIVA DIOSA CHIA,751,621,1372,5,,CLL 29 No 10-49 VEREDA BOJACA
15,055,02,09,CUNDINAMARCA,CHIA,COLEGIO JOSE JOAQUIN CASAS,1979,1817,3796,12,,AVENIDA CALLE 18
15,055,02,10,CUNDINAMARCA,CHIA,COLEGIO CELESTIN FREINET,1985,2187,4172,13,,CARRERA 8 No 5 24 BARRIO LOS ZIPAS
15,055,02,11,CUNDINAMARCA,CHIA,CENTRO  COMERCIAL CENTRO CHIA,1546,1220,2766,9,,AV. PRADILLA # 9-00
15,055,02,12,CUNDINAMARCA,CHIA,CENTRO CULTURAL Y ARTISTICO JUMBO,1451,1078,2529,8,,CRA 03 ESTE - FRENTE PARQUEADERO JUMBO
15,055,02,13,CUNDINAMARCA,CHIA,UNIDAD DEPORTIVA LA LORENA,342,293,635,2,,AV CHILACOS CON CLL 5
15,055,02,14,CUNDINAMARCA,CHIA,UNIDAD DEPORTIVA FAGUA,221,206,427,2,,VEREDA FAGUA
15,055,90,01,CUNDINAMARCA,CHIA,INST.EDUC.LAURA VICUÑA,7019,6705,13724,28,,CLL 12 No 7-31
15,058,00,00,CUNDINAMARCA,CHIPAQUE,PUESTO CABECERA MUNICIPAL,4150,4474,8624,26,,CARRERA 5a. CALLES 2a. Y 3a.
15,061,00,01,CUNDINAMARCA,CHOACHI,IED IGNACIO PESCADOR,4875,5054,9929,30,,CLL 1 # 1-59 ESTE
15,061,00,02,CUNDINAMARCA,CHOACHI,COLISEO POLIDEPORTIVO EL BOSQUE,772,834,1606,5,,CRA 2 No 6 -39
15,061,99,01,CUNDINAMARCA,CHOACHI,EL ALTO DEL PALO,187,194,381,2,,SALON COMUNAL ALTO DEL PALO
15,061,99,02,CUNDINAMARCA,CHOACHI,POTRERO GRANDE,163,162,325,1,,SALON COMUNAL POTRERO GRANDE
15,064,00,01,CUNDINAMARCA,CHOCONTA,IED AGROINDUSTRIAL SANTIAGO DE CHOCONTA,5655,5588,11243,34,,CRA 4 CLL 10 ESQUINA
15,064,00,02,CUNDINAMARCA,CHOCONTA,IED RUFINO CUERVO,2890,2946,5836,18,,CRA 4 No 11A-9
15,064,98,01,CUNDINAMARCA,CHOCONTA,CARCEL,3,25,28,1,,CRA 5# 5 - 31
15,067,00,01,CUNDINAMARCA,EL COLEGIO,ESC. URB. FRANCISCO JULIAN OLAYA,5283,4033,9316,28,,CLL 10 # 8B-31
15,067,00,02,CUNDINAMARCA,EL COLEGIO,VILLA OLIMPICA,3586,3795,7381,23,,CLL 8 No 10 - 119
15,067,00,03,CUNDINAMARCA,EL COLEGIO,JARDIN INFANTIL DEPTAL CARLOS JIMENEZ G.,438,1517,1955,6,,CLL 7 # 8-106
15,067,99,01,CUNDINAMARCA,EL COLEGIO,EL TRIUNFO,794,807,1601,5,,IED EL TRIUNFO CLL 2 # 1-00
15,067,99,05,CUNDINAMARCA,EL COLEGIO,IED LA VICTORIA,1150,1245,2395,7,,VEREDA EL CARMELO
15,067,99,09,CUNDINAMARCA,EL COLEGIO,INSPECCION PRADILLA SALON COMUNAL,650,679,1329,4,,KR 3 N 3-11 SALON COMUNAL
15,070,00,00,CUNDINAMARCA,EL PEÑON,PUESTO CABECERA MUNICIPAL,1384,1693,3077,10,,CRA 3 No 2 - 29 IED POLICARPA SALAVARRIETA
15,070,99,01,CUNDINAMARCA,EL PEÑON,GUAYABAL DE TOLEDO,224,297,521,2,,GUAYABAL DE TOLEDO
15,070,99,05,CUNDINAMARCA,EL PEÑON,TALAUTA,489,566,1055,3,,IED TALAUTA
15,072,01,01,CUNDINAMARCA,EL ROSAL,COLISEO MUNICIPAL,4671,4656,9327,28,,COLISEO SECTOR URBANO
15,072,01,02,CUNDINAMARCA,EL ROSAL,IED CAMPO ALEGRE,430,433,863,3,,VEREDA PUERTA DE CUERO VIA EL ROSAL MADRID
15,072,02,01,CUNDINAMARCA,EL ROSAL,MEGA COLEGIO,4688,4901,9589,29,,CALLE 13A ENTRE CRA 6 Y 8 BARRIO SAN CARLOS
15,072,02,02,CUNDINAMARCA,EL ROSAL,ESCUELA RURAL LA PIÑUELA,218,95,313,1,,ESCUELA RURAL LA PIÑUELA - VEREDA LA PIÑUELA
15,076,01,01,CUNDINAMARCA,FACATATIVA,COLEGIO DEPTAL CARTAGENITA,3616,3833,7449,23,,TV. 2 SUR NO 1A - 105
15,076,01,02,CUNDINAMARCA,FACATATIVA,COLEGIO MANABLANCA,1414,1431,2845,9,,SECTOR 2 MANABLANCA
15,076,01,03,CUNDINAMARCA,FACATATIVA,COLEGIO JOHN F. KENNEDY,4375,3687,8062,25,,KR 2 ESTE NO 1-70
15,076,01,04,CUNDINAMARCA,FACATATIVA,CENTRO DE DESARROLLO SOCIAL,1042,4319,5361,17,,KR 2 CL 1 EQ
15,076,01,05,CUNDINAMARCA,FACATATIVA,COLEGIO SAN AGUSTIN,1672,3603,5275,16,,KR 4 # 1 - 87
15,076,01,06,CUNDINAMARCA,FACATATIVA,COLEGIO SILVERIA ESPINOSA,3184,2835,6019,19,,CL 18B NO 4 - 21
15,076,01,07,CUNDINAMARCA,FACATATIVA,EL PORTAL DE TUS SUEÑOS,1734,1648,3382,11,,CALLE 21C  # 1 -25  SUR
15,076,01,08,CUNDINAMARCA,FACATATIVA,ESC. PRIM. SD SAN CRIST. JOHN F KENNEDY,474,435,909,3,,CRA 1 A SUR No 10A - 04
15,076,01,09,CUNDINAMARCA,FACATATIVA,COLEGIO SD MOLINOS - MANUELA AYALA,247,281,528,2,,CRA 4 No 14 - 40
15,076,01,10,CUNDINAMARCA,FACATATIVA,COL. CARTAGENITA BLOQUE D SEDE PRIMARIA,731,794,1525,5,,TRANSVERSAL 3 SUR No 3 A SUR 15
15,076,01,11,CUNDINAMARCA,FACATATIVA,CTRO DE DISCAPACIDAD MANUEL GONZALEZ C.,72,70,142,1,,CRA 1 No 13-28
15,076,02,01,CUNDINAMARCA,FACATATIVA,INSTITUTO  TECNICO  INDUSTRIAL,4945,3294,8239,25,,KR 5 # 9 - 45
15,076,02,02,CUNDINAMARCA,FACATATIVA,ESCUELA RAFAEL POMBO,4513,2481,6994,21,,CRA 3 No 8 - 134
15,076,02,03,CUNDINAMARCA,FACATATIVA,COLEGIO MANUELA AYALA DE GAITAN,5203,3782,8985,27,,KR 10 CL 15 ESQ
15,076,02,04,CUNDINAMARCA,FACATATIVA,COLEGIO SANTA RITA,5365,3286,8651,26,,KR 10 # 9 - 50
15,076,02,05,CUNDINAMARCA,FACATATIVA,COLEGIO NACIONAL EMILIO CIFUENTES,4445,4324,8769,27,,CRA 11 CLL 2
15,076,02,06,CUNDINAMARCA,FACATATIVA,INDUSTRIAL SEDE TALLERES,3452,3196,6648,20,,PIEDRAS DEL TUNJO SECTOR 19 SECTOR 800
15,076,02,07,CUNDINAMARCA,FACATATIVA,CTRO EDU LA CONCEPCION,1432,1246,2678,9,,CRA 14 CLL 13 ESQ
15,076,02,08,CUNDINAMARCA,FACATATIVA,UNIVERSIDAD CUNDINAMARCA,1199,1204,2403,8,,CLL 15 No 17 - 44
15,076,02,09,CUNDINAMARCA,FACATATIVA,COLEGIO ARBOLEDA SEDE ARBOLEDA,946,777,1723,6,,CRA 7 A No 3 - 22 ESTE
15,076,02,10,CUNDINAMARCA,FACATATIVA,COLEGIO ARBOLEDA S  JUAN PABLO II,3194,3495,6689,21,,DIAGONAL 5 ESTE No 9 - 16
15,076,98,01,CUNDINAMARCA,FACATATIVA,CTRO RECLUSION POLICIA NAL,0,7,7,1,,VEREDA SANTA MARTA
15,076,99,01,CUNDINAMARCA,FACATATIVA,COLEGIO JUAN XXIII,331,308,639,2,,VEREDA EL PRADO - KM 4 VIA FACATATIVA EL ROSAL
15,076,99,02,CUNDINAMARCA,FACATATIVA,ESCUELA ANTIGUA MANCILLA,126,127,253,1,,VEREDA MANCILLA - KM 3 VIA ECOPETROL
15,079,00,01,CUNDINAMARCA,FOMEQUE,IED MONSEÑOR AGUSTIN GUTIERREZ,3752,4114,7866,24,,CLL 5 No 6-00
15,079,00,02,CUNDINAMARCA,FOMEQUE,POLIDEPORTIVO MUNICIPAL,771,804,1575,5,,CLL 5 No 4-22
15,079,99,01,CUNDINAMARCA,FOMEQUE,LA UNION,221,225,446,2,,INST. EDUC. DPTAL IPEBI
15,079,99,02,CUNDINAMARCA,FOMEQUE,SAN LORENZO,84,91,175,1,,IEDR SAN LORENZO
15,085,00,00,CUNDINAMARCA,FOSCA,PUESTO CABECERA MUNICIPAL,2135,2437,4572,14,,POLIDEPORTIVO MUNICIPAL
15,085,99,01,CUNDINAMARCA,FOSCA,PUEBLO VIEJO,113,132,245,1,,ESC. VDA. RAMAL
15,085,99,02,CUNDINAMARCA,FOSCA,SANAME,408,464,872,3,,POLIDEPORTIVO SANAME
15,088,01,01,CUNDINAMARCA,FUNZA,COL MIL CNEL JUAN JOSE RONDON,4415,4342,8757,27,,CLL 15 No. 2C - 20
15,088,01,02,CUNDINAMARCA,FUNZA,COL TEC IND CORAZON DE MARIA,2197,1436,3633,11,,CLL 9A NO 8 - 29
15,088,01,03,CUNDINAMARCA,FUNZA,IED JARDIN SOCIAL SERREZUELITA,1321,1324,2645,8,,CLL 12 No 5B - 05
15,088,01,04,CUNDINAMARCA,FUNZA,COL MIGUEL ANTONIO CARO,4128,3855,7983,24,,CLL 15 No. 6 - 40
15,088,01,05,CUNDINAMARCA,FUNZA,COL FURATENA,2166,1781,3947,12,,CLL 25 No. 3 - 70
15,088,01,06,CUNDINAMARCA,FUNZA,COLISEO MUNICIPAL,2371,2395,4766,15,,CARRERA 6 N 15 85
15,088,01,07,CUNDINAMARCA,FUNZA,I E SERREZUELITA,1149,979,2128,7,,CARRERA 6 N 12 30
15,088,01,08,CUNDINAMARCA,FUNZA,I E EL HATO,655,576,1231,4,,CALLE 20 N 2A 07
15,088,01,09,CUNDINAMARCA,FUNZA,IE DEPARTAMENTAL DE FUNZA,240,223,463,2,,CRA 2 No 17-25
15,088,02,01,CUNDINAMARCA,FUNZA,COL SAN JOSE,2750,2741,5491,17,,CLL 12 NO 28 A - 22
15,088,02,02,CUNDINAMARCA,FUNZA,COL NUESTRA SEÑORA DEL ROSARIO,2703,494,3197,10,,Av. 12 No. 12 - 64
15,088,02,03,CUNDINAMARCA,FUNZA,COL SANTANA,1023,1161,2184,7,,AV 12 No. 16 - 52
15,088,02,04,CUNDINAMARCA,FUNZA,COL PARROQUIAL SANTIAGO APOSTOL,353,1290,1643,5,,AV 12 No. 13 - 35
15,088,02,05,CUNDINAMARCA,FUNZA,COL CRISTIANO INTEGRAL,1750,2513,4263,13,,CRA 13 No. 17 - 56/96
15,088,02,06,CUNDINAMARCA,FUNZA,ESC SAN ANDRES,1432,1192,2624,8,,CLL 15 No. 24 - 10
15,088,02,07,CUNDINAMARCA,FUNZA,COL COOPERATIVO COMUNAL,3728,3515,7243,22,,CLL 15 No. 16 - 46
15,088,02,08,CUNDINAMARCA,FUNZA,COL LA UNIDAD BASICA,3684,2573,6257,19,,CLL 9 C No. 19 - 30
15,088,02,09,CUNDINAMARCA,FUNZA,I E SAN MARCOS,524,420,944,3,,CALLE 12 N 25 48
15,088,02,10,CUNDINAMARCA,FUNZA,COL BICENTENARIO,3354,3408,6762,21,,CRA 19 A No 16 - 00
15,088,02,11,CUNDINAMARCA,FUNZA,JARDIN INFANTIL VILLA PAUL,436,420,856,3,,CLL 15 No 20 -15
15,088,02,12,CUNDINAMARCA,FUNZA,JARDIN INFANTIL LA AURORA,185,173,358,2,,CRA 12 No 20 A -99
15,088,02,13,CUNDINAMARCA,FUNZA,IE MARIA INMACULADA,1120,1564,2684,9,,CRA 16 No 9C -31
15,088,98,01,CUNDINAMARCA,FUNZA,CARCEL MUNICIPAL FUNZA,0,6,6,1,,CRA 14 No 13-41
15,091,00,00,CUNDINAMARCA,FUQUENE,PUESTO CABECERA MUNICIPAL,963,1031,1994,6,,CRA 3 #7-35 I.E.D COLFUQUENE
15,091,99,01,CUNDINAMARCA,FUQUENE,CAPELLANIA,1088,1014,2102,6,,INS. TEC. COMER. CAPELLANIA
15,091,99,02,CUNDINAMARCA,FUQUENE,NUEVO FUQUENE,114,102,216,1,,KILOMETRO 18 VIA UBATE CHIQUINQUIRA RN 45A
15,094,01,01,CUNDINAMARCA,FUSAGASUGA,ESCUELA JULIO SABOGAL,3000,2294,5294,16,01COMUNA NORTE,CLL 3 No 8  - 34 COMUNA NORTE
15,094,01,02,CUNDINAMARCA,FUSAGASUGA,COLEGIO ACCION COMUNAL,3215,3194,6409,20,01COMUNA NORTE,CRA 1 No 8 - 08 NORTE COMUNA NORTE
15,094,01,03,CUNDINAMARCA,FUSAGASUGA,COLEGIO MANUEL HUMBERTO CARDENAS VELEZ,648,611,1259,4,01COMUNA NORTE,CLL 1 NORTE No 14B-20
15,094,01,04,CUNDINAMARCA,FUSAGASUGA,ESCUELA MANUELA BELTRAN,268,227,495,2,01COMUNA NORTE,CRA 1 No 1-23
15,094,01,05,CUNDINAMARCA,FUSAGASUGA,CTRO DE INNOVACION E INTEGRACION SOCIAL,1084,1129,2213,7,01COMUNA NORTE,CLL 4 No 7 - 59
15,094,01,06,CUNDINAMARCA,FUSAGASUGA,COLISEO FUTSAL COBURGO,2377,5624,8001,24,02COMUNA ORIENTAL,CARRERA 3 No. 14A - 68 COMUNA ORIENTAL
15,094,01,07,CUNDINAMARCA,FUSAGASUGA,ESCUELA GUSTAVO VEGA,2482,2268,4750,15,02COMUNA ORIENTAL,CALLE 2 No 2 25 E COMUNA ORIENTAL
15,094,01,08,CUNDINAMARCA,FUSAGASUGA,ESCUELA CAMILO TORRES,811,757,1568,5,02COMUNA ORIENTAL,CRA 3 No 10 - 33
15,094,01,09,CUNDINAMARCA,FUSAGASUGA,ESCUELA GENERAL SANTANDER,197,184,381,2,02COMUNA ORIENTAL,CRA 6 No 13-02
15,094,01,10,CUNDINAMARCA,FUSAGASUGA,PARROQUIA NTRA.SRA.DE BELEN,2991,1599,4590,14,03COMUNA CENTRO,CALLE 7 No 5 20 COMUNA CENTRO
15,094,01,11,CUNDINAMARCA,FUSAGASUGA,FUND.DE EDUC.EN SALUD MARIE POUSSEPIN,4563,2048,6611,20,03COMUNA CENTRO,CRA 5 No  8-65
15,094,01,12,CUNDINAMARCA,FUSAGASUGA,CENTRO DE DESARROLLO INFANTIL,1035,1016,2051,7,03COMUNA CENTRO,CLL 5 CON CRA 2
15,094,02,01,CUNDINAMARCA,FUSAGASUGA,ESCUELA FUSACATAN,2668,1670,4338,13,04COMUNA SUR ORIENTAL,CRA 3 No 21-08
15,094,02,02,CUNDINAMARCA,FUSAGASUGA,COL CARLOS LOZANO Y LOZANO,2873,4101,6974,21,04COMUNA SUR ORIENTAL,TRANSVERSAL 12 No 16BIS-56 COMUNA SUR ORIENTAL
15,094,02,03,CUNDINAMARCA,FUSAGASUGA,COL JOSE C MUTIS,2484,1967,4451,14,04COMUNA SUR ORIENTAL,CARRERA 1 ESTE No 23-03 COMUNA SUR ORIENTAL
15,094,02,04,CUNDINAMARCA,FUSAGASUGA,ESC. SUPERIOR DE ADMON PUBLICA-ESAP,1386,1774,3160,10,04COMUNA SUR ORIENTAL,CRA 2 No 20-02
